currentTeamId,birthYear,role,wyId,shortName,currentNationalTeamId
8067,1990,FWD,89571,R. Ruid\u00edaz,15594
16467,1987,GKP,122561,Abdullah Al Mayouf,16521
16465,1984,GKP,122562,Yasser Al Mosailem,16521
16474,1984,MID,122577,Taisir Al Jassim,16521
16470,1985,DEF,122651,Omar Hawsawi,16521
16465,1986,FWD,122749,Muhannad Asiri,16521
16467,1989,MID,122847,Salman Al Faraj,16521
16470,1990,MID,122888,Yahya Al Shehri,16521
16467,1992,DEF,122940,Yasir Al Shahrani,16521
3187,1988,GKP,25662,D. Ospina,12430
1623,1989,MID,25706,I. Gueye,19314
1610,1991,FWD,25707,E. Hazard,5629
8113,1990,MID,125260,D. Guzm\u00e1n,16871
-1,1979,DEF,59003,R. M\u00e1rquez,-1
16467,1992,MID,139393,Abdullah Otayf,16521
16231,1992,MID,354041,M. Ben Amor,16276
16232,1994,MID,354043,G. Chaalali,16276
3789,1993,FWD,53562,S. Ghoddos,10840
12401,1984,MID,59083,G. G\u00f3mez,17929
7851,1990,MID,86414,A. Godoy,17929
16834,1988,MID,125452,J. Venegas,16871
8095,1992,DEF,125512,F. Calvo,16871
3799,1986,MID,27412,C. N'Doye,19314
17924,1988,DEF,131862,L. Ovalle,17929
16232,1990,FWD,28094,A. Badri,16276
1624,1996,DEF,257762,D. S\u00e1nchez,12430
4488,1988,MID,237836,V. Amiri,10840
3772,1993,DEF,28529,Y. Sabaly,19314
22318,1992,DEF,61367,J. Risdon,8493
1651,1992,GKP,61390,M. Ryan,8493
16843,1984,MID,32706,R. Azofeifa,16871
16472,1992,MID,122615,Hattan Bahbir,16521
3789,1993,MID,225324,R. Kurzawa,13869
14772,1991,GKP,256043,Hyun-Woo Cho,14855
2455,1991,MID,94650,G. Haraguchi,12913
